summary,text
顧客は、ゲートでスーツケースとブリーフケースを持って5分間立っていたが、誰も助けてくれなかったと不平を言っています.エージェントは、失礼な行為があったことをお詫びします。,顧客: スーツケースと荷物を持ってゲートデスクに立つ時間はどれくらいですか?制服を着た 4 人のスタッフのうちの 1 人が彼らに挨拶する前にブリーフケース?エージェント: 他の顧客が列に並んでいない場合、エージェントは常に対応できるようにする必要があります。それがあなたの経験ではなかった場合は、お詫び申し上げます。顧客: 私だけがそこにいました。そこに5分間立った。その間、そのうちの 2 人は文字通り私から 2 フィート離れていました。私がそこにいないふりをした。顧客: ついに「誰か私を助けてくれる人はいますか?」と尋ねなければなりませんでした。エージェント: それは確かに、私たちがあなたのために計画していた暖かい挨拶ではありません、ルネ.あなたが乗船したら、物事を好転させるために最善を尽くします。顧客: 激励の言葉には感謝しますが、私がどこに飛んでいたか知っていますか?エージェント: はい、承ります、ルネ、あなたの名前でご予約を承っております。お知らせいただきありがとうございます。無礼をお詫び申し上げます。お客様：ありがとうございます！
お客様がインターネットの問題について苦情を申し立てています。エージェントは、バッテリーのバックアップについてお客様に尋ね、ネットワークで再試行するように依頼しました。,顧客: ねえ、- インターネットなしでインターネットが機能しない理由をトラブルシューティングするのは非常に困難です。エージェント: オースティンさん、こんにちは。バッテリー バックアップ ユニットは見つかりましたか?顧客: はい エージェント: 現在点灯しているライトは何ですか?顧客: 電源をリセットしたところ、(今のところ) うまくいったようです。ありがとう！エージェント: 問題ありません。おやすみ！顧客: 話すのが早すぎました。再び動作を停止しました。一時的な修正であるバッテリーバックアップユニットの電源をリセットしました。客：箱はこんな感じです。エージェント: リセット後、ルーターに赤いライトが点灯していますか? ^RMD 顧客: いいえ、すべて緑色です。リセットする前は、インターネット ランプがオレンジ色に点滅していました。エージェント: ネットワークをもう一度試してください。顧客: 少しはうまくいきましたが、今はまた落ちています。客：出たり入ったりし続けています。約30分ごとにオンになり、シャットダウンします。エージェント: 確認していただきありがとうございます。インターネットは再びオレンジ色に変わりましたか?
顧客は、4 か月前にこのアカウントを閉鎖するように要求されたにもかかわらず、まだ請求されていると不満を漏らしています。エージェントは、未払いの金額を清算した後、切断のために最寄りのアイデア ストアを訪問するよう要求します。,顧客: これは顧客がインドで嫌がらせをしている方法です.6 か月間移植した後でも、彼らは法的措置を講じます.彼らにはこれを行う時間があります.より大きな詐欺師は標的にされていません.代理店はそれを調べてください.エージェント:トラブルが発生して申し訳ありません.確認しましたが、あなたのアカウントに支払うべき未払いの金額があります。中小企業を清算してください。顧客: SMS に記載されている番号に電話しましたが、この番号は完全に閉鎖されているとのことでした。あなたはあなたのシステムとみんなを教えてもらえますか？顧客: 4 か月前にこのアカウントの閉鎖をリクエストしましたが、まだ請求されていますか? 2611/- のために顧客を怖がらせるのはどれほど倫理的ですか?これがカスタマーケアの仕組みですか？その精神的嫌がらせエージェント: ご迷惑をおかけして申し訳ありません。確認したとおり、アカウントに残高があり、番号が一時的に切断されています。確認したとおり、アカウントに無効化のリクエストはありません。未払い分を清算していただきますようお願いいたします。 (1/2) エージェント: アカウントの未払い分を清算していただくようお願いいたします。お近くのアイデアストアにお越しください。このリンクで最寄りの My Idea ストアを見つけることができます。切断されているのに、請求されているのはなぜですか?この番号は移植されています。ステータスを確認してください エージェント: ご迷惑をおかけして申し訳ありません。チェックしたとおり、番号は未払いのため禁止されており、番号は一時的に切断されています。そのため、未払いの金額を清算した後、最寄りのアイデア ストアにアクセスして切断するよう依頼してください。
顧客は、iPhone SE のパーソナル ホットスポット メニューが数週間使用できない問題のトラブルシューティングを支援するよう求めています。エージェントは、この問題を詳しく調べるために、DM で詳細と最新情報を確認するよう求めます。,顧客: 私の iPhone SE のパーソナル ホットスポット メニューが数週間表示されなくなりました。問題のトラブルシューティングを手伝ってもらえますか?エージェント: お手伝いできることがあります。まず、通信事業者に確認して、有効になっていて、プランでサポートされていることを確認してください。顧客: ええ、私は現在 indosat を使用しており、私のデータ プランはそれをサポートしています。ネットワーク設定をリセットすると、元に戻って使用できるようになります。 、現在最新の ios 11.0.3 を使用しています 顧客: しかし、しばらくすると、再び機能しなくなり、実質的に使用できなくなります。現在、最新の ios 11.0.3 を使用しています (2) エージェント: 詳細をありがとう. DMでお会いしましょう。これについて詳しく見ていきましょう。顧客: DM を確認してください。ありがとうございます üòò エージェント: DM を受け取りました。
顧客は、Surface に関する苦情を既に送信しているが、回答が得られなかったため、他の解決策があるかどうかを知りたがっています。エージェントは、最寄りの店舗に行ってデバイスを確認することを勧めました。店舗の担当者は、表面のデバイスを評価し、推奨事項を提供できます。,顧客: 親愛なる Microsoft について苦情を送りましたが、回答がありませんでした。他の解決策があるかどうか知りたいです: エージェント: やあ Andr√©.これを確認してみましょう。テクニカル サポートに問い合わせたときに、サービス リクエスト番号を取得できましたか?何が起こったのかを見て、私たちができる他のオプションを提供できるように、私たちにそれを送ってもらえますか.客：サンクスギビングダイナーから帰ってきたら送ります。幸せな感謝祭 エージェント: ガッチャ!あなたとあなたの家族にも感謝します。私たちはその情報を待ちます。お客様：ありがとうございます。素敵なディナーになりました。私が尋ねたところ、彼女はサポートに電話しました。エンジニアは、別の解決策がないため、サポート ケースはないと述べました。彼女はサポートに請求できるので、クレジットカード番号を残しましたが、答えに満足できませんでした。私はのシリアル番号を持っているので、新しいものと同じ金額を支払わずに欠陥のあるバッテリーを交換する別の解決策があれば、それを本当に聞きたい.保証後の支払いも問題ありません。 2) お客様: ただし、まったく新しいものと同じように充電することは可能です 3) エージェント: この場合、最寄りの Microsoft Store にアクセスしてデバイスを確認することをお勧めします: Microsoft Store の担当者が Surface を評価しますデバイスと推奨事項を提供できるようになります。顧客: ありがとうございます。
顧客は、購入したものが常に壊れたままであり、タクシーに 30 ユーロを費やしていた故障した自転車と交換することに不平を言っています。エージェントは、製品の品質を証明できなかったことを謝罪し、詳細を DM に更新しました。,顧客: なぜ私が購入したものはいつも壊れているのですか?エージェント: 不良品を販売するつもりはありません。 1/2 エージェント: 詳細を DM でお知らせいただければ、こちらで調査いたします。 ~ Vicky 2/2 顧客: 自転車を交換してもらうには、リーズまでのタクシーで 30 ポンドを支払わなければなりません。ちょっとした冗談です... エージェント: こんにちは、アントン、あなたの自転車が故障していると聞いて申し訳ありません。これは確かに、私たちがお客様に提供したい製品の品質ではありません... エージェント: ...これは店舗コレクションであるため、店舗に返品する必要があります。タクシーで戻らなければならないことに対するあなたの不満は十分に理解できます エージェント: ... 店舗まで.これを修正するには、ストアでのみ行うことができます。 - Chery のお客様: わかりました。動作する製品エージェントを使用するだけで回避できたのに、これにより多くのお金が費やされたことは、さらに苛立たしいことです。収集されたアイテムを保管してください。これは保管されています - Jase
顧客は、自分が選んだエピソードを視聴できない理由について不平を言っています。エージェントは、番組をクリックすると詳細が表示され、そのすぐ右側にすべてのシーズンがあるエピソードがあると言いました.,顧客: シリーズの次の作品を見るのではなく、エピソードを選択できないのはなぜですか?多分私はいくつかのエピソードを再視聴するのが好きです.エージェント: 以前にストリーミングされたエピソードは間違いなく再視聴できます。ロクで？その場合は、* &amp; を押します。エピソード リストの詳細を選択します。顧客: no roku エージェント: こんにちは、エル。フォローしていただきありがとうございます。どのデバイスを使用していますか? Roku TV を使用している可能性はありますか?顧客: 実はこれは roku TV です エージェント: ありがとうございます!番組をクリックすると詳細が表示され、右側にはすべてのシーズン/エピソードを含むエピソードがあります。顧客: アップデート以来ではありません エージェント: そんなはずはありません!こちらからフォローアップしてください: これについてさらに調査いたします。
お客様からチケットのキャンセルや払い戻しの申請方法についてお問い合わせがありました。代理店は、予約が確認されると、キャンセルは許可されないと述べています。,顧客: 1 月 4 日にバリからシンガポールに旅行します。キャンセルしたい。状況が制御できない場合、どのように払い戻しを申請できますか?エージェント: アグン火山の脅威の活動を注意深く監視しています。 &gt;&gt;&gt;がある場合は、SMS/Eメールで直接ご連絡いたします。エージェント: サービスの変更。申し訳ありませんが、支払いは返金不可のため、予約確定後のキャンセルはできません &gt;&gt;&gt;代理店: (TNC の対象となる韓国発着のインドおよびインドネシア国内線を除く)。 &gt;&gt;&gt;エージェント: ノーショーの場合のみ、国際線の空港税の払い戻しを選択できます。 Thanks-Sha 顧客: フライトの移動またはクレジットの提供を申し出ているというコメントを今見ました?? ?顧客: 顧客: 火山が噴火しようとしているのは毎日ではありません...状況が私たちの個人的な制御の及ばないことを考えると、あなたの方針は非常に不公平です.エージェント: こんにちは、ソフィー、これは 12 月 31 日までのフライトのみです。すべてのフライトは通常どおり運航しており、他のオプションは利用できません-Y
顧客は顧客サービスについて不平を言っています。エージェントは、お得なオファーはないと述べています。,顧客: -もしあなたが顧客サービスの問題を公に処理しなければならないとしたら、私の家族は非常に異なる経験をしたことでしょう。エージェント: こんにちは、ケルシー、カスタマー サービスで問題が発生しているとのこと、残念に思います。しかし、今日はどうすればいいですか？顧客: 疑ってください！時間を無駄にするのはうんざりです。 4 人の声が聞こえますか 4 人の顧客サービス エージェント & アンプ;誰も「承認された」わけではありません。できる上層部の管理者と私を接続してください!エージェント: いらだちは理解できますが、今日の問題について教えていただけますか?顧客: 2 つの新規顧客に提供される同じプロモーションを期待します。 iPhone 8plus が $350 オフ。 (2) Iphone 8plus 256GB を購入します。怪しげな 2リース契約を遵守する意思がある場合、16 歳の顧客にはそれを拒否します。私たちがスプリントの顧客でなければ、数日前に最初にカスト ケア エージェントに電話したときに契約を結んでいたでしょう。16 年間のあなたの忠誠心を理解し、感謝しています。 x と 8s ですが、64 GB のみです。その電話へのアップグレードについて調べて、350 ドル節約できるかどうかを確認できますか?顧客: 努力に感謝します。はい、検討が私たちに及ぶかどうかを確認してください。エージェント: わかりました。アカウントを確認して、お得な情報を確認します。顧客: 参考までに - 350 ドルの割引のみに関心があります。私は興味がありませんでした。私の時間を無駄にしないでください。私は、このオファーに関して誠意を持って努力することを期待しています 顧客: あなたが新しい顧客に提供しているもの以上のものを求めていません。配慮は私が求めているすべてです。エージェント: オファーを受け取ることができるか確認する必要があることは理解していますが、アカウントにアクセスできるように、お送りしたリンクに記入していただく必要があります。顧客: わかりました。でも、2 日前のように、画面を見つめたまま 1 時間近く待たされることはありません。エージェント: 了解しました。この取引を検討する準備ができています。エージェント: リンクへの記入を忘れないでください。顧客: 記入済み エージェント: 了解、ご覧いただきありがとうございます。エージェント: わかりました。その取引を確認しましたが、その取引のオファーはありません。あなたがその契約を結ぶことができないとは言いません.私はあなたを私たちのセールスチームに連れて行き、彼らがあなたのために何ができるかを見る必要があります.リンクで提供された番号は、あなたに電話するのに適したコールバック番号ですか?客：そうです。しかし、hv は営業チームと話しました。暴走します。誰もがそれを承認する権限がないと言っています。 HV スーパーバイザーに申し出て、折り返し電話してください。 DAY6です!!!!コールバックなし、何の回答もありません。とても欲求不満！ !エージェント: 残念ながら、このオファーはご利用いただけません。申し訳ありませんが、お客様に合わせた他の素晴らしいオファーをご用意しております。 -FR 顧客: あなたの反応は多くを語っています。 16 歳の顧客に配慮しない他のビジネスはやめましょう。無関心と無関心の文化長年の顧客を無視するのは恐ろしいことです。私たちのビジネスを他の場所に持っていきます。
お客様は、初期費用を支払わずにアップグレードすることについて問い合わせています。エージェントは、アップグレードするために選択した契約によって異なることを通知し、オファーについてアップグレードチームと話し、最終的に同じ料金を支払うように通知するかどうかを尋ねました.,顧客: 初期費用を支払わずにアップグレードする方法はありますか?私の電話は壊れていて、どうしても電話エージェントが必要です: 前払い料金は、アップグレードするために選択した契約によって異なります.好きなものを見たことがありますか？顧客: 5GB データの iPhone 7 または 7plus エージェント: ああ、そうです、これらの最新の取引をここでチェックしてください: 古い電話をリサイクルすることを考えていますか?顧客: いいえ。見たことはありますが、前払い料金の支払いを避けようとしています。他の場所でより良い取引を見たことがありますが、どうすればよいか考えています。エージェント: üòû アップグレード チームと電話で話して、私たちが提供できるものを確認しましたか? : お客様: ライブ チャットで話しましたが、あまり役に立ちませんでした。エージェント: わかりました。ご希望の取引に前払い料金がある場合は、それを支払う必要があります。ご不便をおかけして申し訳ございません。
昨日の乗車について顧客が不満を漏らし、危険な運転手と一緒に遅刻しました。エージェントは、これを重要な回答ラインに報告し、URL からヘルプ センターのチケット リクエストを介して送信することをお勧めします。,顧客: そしてここで、昨日の乗車はひどかったと思います。危険なドライバーとの遅刻。エージェント: 「電話してください」ボタンをクリックし、お客様の電話番号を入力して、これをクリティカル レスポンス ラインに報告してください: これを電子的に送信する方法はありますか?苦情は書面で提出することを好みます。エージェント: エージェントのヘルプ センター チケット リクエスト フォームからお気軽に送信してください: これは、適切なサポート チームに直接送信されます。客：それは「いいえ」ですか？あなたの回答は私の質問に答えていないからです。エージェント: お客様のサポート チームにメールを送信できます: ありがとうございます。
チケットを予約した後、座席が未確認のお客様。エージェントは、ネットワーク トレイン u の時刻表の改訂について説明し、確認が取れたら予約について顧客に期待しています。,顧客: お祭りシーズンにチケットを予約しようとしていますが、割り当てられた座席を取得できず、未確認と表示されます.待つべきですか？ありがとう！エージェント: こんにちは。ご旅行はいつですか？ - ジョーダンのお客様: ジョーダンさん、12 月 23 日から 27 日ですか?エージェント: アップグレード作業が行われており、時刻表が改訂されています。予約範囲はこちらで確認できます: - Jordan お客様: ありがとうございます。電車はありますか? たとえば、座席を予約できないのはなぜですか?待つべきですか、予約するべきですか？エージェント: はい、休暇中に列車が運行されますが、ネットワーク レールが改訂された時刻表を確認するのを待っています。 (1/2) エージェント: 確定次第、座席を予約できます - ヨルダン (2/2) 顧客: ああ、わかりました。ありがとう ジョーダン エージェント: どういたしまして！ - ヨルダン
顧客は、スペクトルが自動化されたシステムを使用していないと言っています。代理店によると、スペクトルは現在、Viacom と協力してチャネルの提供を継続しています。,顧客: 貪欲な豚はもう合意に達しましたか?エージェントに切り替えると言ったのは冗談だと思われるかもしれません。Spectrum は現在、Viacom と協力してチャネルの提供を継続しています。スペクトルがコミットしていることを確認してください. 顧客: スペクトルが私たちのポケットを満たし、顧客にこれまでで最もひどいサービスを提供することにコミットしていることを確認してください?それはツイートの残りの部分でしたか？エージェント: 申し訳ありませんが、ツイートを分割できます。 「Spectrum は現在、Viacom と協力してチャンネルの提供を継続しています。-続き... エージェント: Spectrum は、ケーブル サービスのコストを抑え、次のような合意に達することをお約束します-続き... エージェント: 公平です。私たちの顧客. 私たちの意図は、Viacom プログラミングを提供し続けることです. 作業中はしばらくお待ちください - 続き...もはや彼らは、私たちが本当にプロバイダーを切り替えることに気付いているようです
顧客は、インターネットに接続できないと言い、解決策がなく毎回再起動しようとしています。再起動しようとすると「インターネットに接続できません。後でもう一度試してください」と表示されるもう一度購読してください。エージェントは、自分の側の回線プロファイルは問題ないと言い、ハンドセットを再起動してから別のサイトを参照してテストすることを提案し、DM を確認するよう求めます。,エージェント: Thomas 側の回線プロファイルは問題ありません。受話器を再起動してから、さまざまなサイトを参照してテストしてみてください。エージェント: 0712***5 ではご連絡できません。 ^KW 顧客: 私があなたに連絡できるのに、どうして連絡が取れないのですか? エージェント: 問題は解決しました。携帯電話を再起動してテストしてください。 ^ST 顧客: どうして私を真剣に乗せてくれるの?再起動して再度購読するように言われましたが、「インターネットに接続できません。後でもう一度試してください。エージェント: こんにちは、問題を調査しています。アドバイスします。^EA 顧客: 問題は再発しています。あなたの「ゲーム」にはもう興味がないので、切り替えたほうがいいです。エージェント: DM を確認してください。^KW
お客様から、ペイバック デラックス エディションの予約注文の確認メールについてお問い合わせがありましたが、コードの場所がわかりません。エージェントは、コンテストが実際に有効になったときに、同様のリンクが記載された別の電子メール レターを受け取る必要があると述べています。,顧客: ペイバック デラックス エディションの予約注文の確認メールを受け取りましたが、コードがどこにあるかわかりません エージェント: お手数をおかけして申し訳ありません!私たちは助けるためにここにいます！詳細を確認できるように、お問い合わせのアイテムにリンクしていただけますか? ^VB 顧客: PS4 エージェントのニード フォー スピード ペイバック デラックス エディション: (2/2) コンテンツ コードが自動入力されます。[確認] をクリックするだけで、コンテンツが PSN アカウントに直接追加されます。 ^EB エージェント: [ありがとうございます] ページにある [引き換え元] リンクをクリックしてください。プレイステーション アカウントでサインインします。 (1/1) お客様: サンキューページはどこですか?顧客: コードは自動的に入力されませんでした 顧客: コードの引き換えページに移動しますが、コードが自動入力されません エージェント: スクリーンショットによると、これは 11 月 7 日の 0:00 まで利用できません。次に、「コンテンツにアクセスする」というリンクをクリックします(1/2) エージェント: コンテンツが実際に利用可能になると、同様のリンクが記載された別の電子メールも受信するはずです。 (2/2) ^KH
顧客は、寄付金に課税しようとして何日も電力のない物件を離れたいと不満を漏らしており、従業員が別の場所に移動するか、お金が100％返金されるまで保管して、行くことができるようにしますホテルへ。エージェントは、ケース マネージャーが払い戻しに関してメールで連絡を取り、詳細情報の URL を提供していることを確認できます。,顧客: 何日間も電力のない物件を残したいという理由で、慈善団体への寄付に 50% の税金を課そうとしています!顧客: 従業員が近くの別の場所に移動するか、私のお金が 100% 返金されてホテルに行けるようになるまで、私は保管します エージェント: こんにちは、ドン、申し訳ありません。調査いたしますので、予約コードをDMでお知らせください。私たちは待機しています。顧客: あなたは私の便利屋ビジネスの別のアカウントから既にそれを持っています.プライベートな虐待が終わる前に説明したように!顧客: MY WORLD での顧客サービスとは、必要に応じて経済的打撃を受けることを意味します。浴槽の水漏れを修理中にトイレのタンクが壊れた トイレのタンクを交換しました エージェント: この情報をありがとう、ドン。お客様のアカウントを特定し、適切なチームでケースをオープンしていることを確認しました。 1/2 エージェント: お客様のケースメモを更新しましたので、ケース マネージャーに直接フォローアップしていただくようお願いしました。しばらくお待ちください。顧客: 不在ホスト LIES TO ME &amp;; EXTRA DAY &amp;; の遅延ソリューション。彼は 10 日間の予約残高で報われるべきだと感じています エージェント: こんにちはドン、ケース マネージャーに直接フォローアップするよう依頼しました。機密情報が含まれているため、他のツイートを削除してください。客：いいえ！顧客: ここで取引できます!優勢な人は、彼らの取引に明るい光を当てる必要があります。彼女が実際に行った途中のどこかで、蚊が媒介する病気にかかりました。ショットのレシートあり エージェント: 払い戻しについて、ケース マネージャーからメールで連絡があるようです。その間、Airbnb 1/3 Agent: は第三者による予約を受け付けていないことをご了承ください。詳細については、こちらをご覧ください: エージェント: さらに質問がある場合。ありがとう。 3/3 お客様: お客様: NICE TRY!もちろん、払い戻しがまったく要求されなかった13.00のでたらめについて話している. WAS を移動するための 50% のペナルティのうち!顧客: このツイートを書いた人は誰でも、AIRBNB を理解していません。私たちはビジネスとして登録されており、予約はMY CCを通じて委任されました
顧客は、顔に電話をかけたひどいサービスについて不平を言っています。エージェントは、追跡番号と連絡先電話番号とともに詳細を提供するために更新し、さらにサポートが必要な場合は、指定されたリンクを使用して DM に要求します。,顧客: くだらないカスタマー サービス.. スタッフの 1 人が私の顔に電話をかけます üò† エージェント: ああ、違います。大変申し訳ございません。何かお手伝いできることはありますか？その場合は、追跡番号（該当する場合）と連絡先の電話番号を添えて詳細をお知らせください。ありがとう。 ^KD エージェント: サポートが必要な場合は、下のリンクを使用してお気軽に DM でお問い合わせください。ありがとう。 ^KD 顧客: これは悪夢であり、配送業者ではありません.. 待ってください。すべての詳細をお送りします。顧客: TN:1Z4E93510492123736 11 月 10 日に __credit_card__ から電話がありました。ある人が午後 8 時に配達時間を設定しましたが、現れませんでした。顧客: 翌日、00966 0114713812 から電話があり、私が主張している電話はインド人かパキスタン人かは不明で、彼をセルフ ドライバーと呼び、住所をもう一度説明するのに長い時間がかかりました。私の地域ではありませんが、別のドライバーがあなたに電話します 顧客: そして、彼が突然私の顔に電話を切ったとき、私は自分の電話を見て唖然としました起こった..彼は私に電話した方法がわからないと言い、私の苦情を処理せず、ドライバーが職場の住所に配達するために今日私に電話すると約束した..今まで何もない
顧客は在庫が少ないことに不満を持っています。エージェントは、アカウントの氏名、電子メール アドレス、完全な自宅住所の詳細を DM で送信するよう求めます。,"顧客: 乾杯、今日は数回 Snes Mini の在庫があるようですが、在庫通知メール (数週間前に設定したもの) を受け取ったことは一度もありません。 :( 顧客: オンラインで一度に 1 つずつリリースする人はいますか? 購入したときに「急いで、在庫が少ない!」と言って、チェックアウト バスケットで「ああ、在庫がありません」と言っても意味がありません. .その後、再び「急いで、在庫が少ない!」と製品ページに戻ります. イライラ. 顧客: ?! エージェント: こんにちは, SNES コンソールの可用性に関して受け取ったトラブルについて聞いて非常に申し訳ありません. DM をください.アカウントのフルネーム、メールアドレス、自宅住所の詳細を教えてください。よろしくお願いします - ロス。顧客: DM を送信しました。顧客: こんにちは、昨夜、要求どおりに DM で返信しましたが、返事がありません。エージェント: こんにちは、返信しましたあなたのDMに. ありがとう - ロス. エージェント: こんにちは, あなたのDMに返信しました. ありがとう - ロス."
お客様は、正しい情報で自分の Verizon アカウントにログインできないと不満を漏らしています。 Web サイトが認証情報のロックアウトについて通知している場合、エージェントはパスワードのリセットを提案します。,顧客: あなたのウェブページの何が問題なのですか!??!正しい情報でログインしようとしても、ハングアップしてロックしてしまいます エージェント: 取り掛かりましょう!すべてのブラウザで発生していますか? ^DDD 顧客: 私は開発者で、Chrome を使用しています。最新の状態で pw マネージャーを使用しているので、資格情報が正しいことはわかっています。ばかげてる。ロックアウトされました 顧客: そして、私のせいではないことでパスワードを変更する必要はありません。顧客: このクラポラのせいでサッカーの試合を見逃してしまいました エージェント: パスワードをリセットして、もう一度やり直してください.顧客: それが問題です!!!なぜもう一度リセットする必要があるのですか？ !顧客: パスワードを知っています!! !エージェント: ウェブサイトは、あなたの認証情報が現在ロックアウトされていることを通知していますか?その場合、パスワードをリセットする必要があります。 ^HSB 顧客: 資格情報を教えてくれているわけではありません。それは単にハングしました。最終的にページに移動したとき、ロックアウトされているとだけ言われ、信用情報については何もありませんでした
お客様は、銀行口座にキャッシュバックが追加されていないと不満を漏らしています。エージェントは、それを持って店に立ち寄ると、喜んで手伝ってくれると更新しました。,顧客: 私はあなたの店の 1 つでキャッシュバックを求めました。銀行の明細書をオンラインで確認しました。出てきていないようです エージェント: こんにちは、キャッシュバックは受け取りましたか?トランザクションは個別に表示されず、1 として表示されます。 Mariya 顧客: はい。トランザクションは表示されていますが、キャッシュバックは表示されていません 当時の残高はわかりませんが、アカウントから出たものではないと思います エージェント: キャッシュバックは、Sainsbury's への支払いと同じトランザクションになります。これは個別には表示されません。 Mariya 顧客: 2 ポンド強の取引だけを示しているだけですが、キャッシュバックを受け取りました 顧客: キャッシュバックは 10 ポンドでした 顧客: 本社に送るか、最寄りの Sainsbury's ストアに持っていきますか?エージェント: これはどの店にありましたか?マリヤ 顧客: ロンドンです。私はそこに住んでいませんが、週末にそこにいたので、その地域が何と呼ばれているかはわかりません.ありがとう、メル。
顧客は、音楽が毎回一時停止し続けることに不満を持っています。エージェントは、スナップチャット アプリを削除し、デバイスを再起動してアプリを再インストールするように更新し、結果を DM でお客様に通知しました。,顧客: 別のアプリに移動するたびに音楽が一時停止し続けるのはなぜですか? ü§î 私は iOS 11.1 エージェントを実行しています: 私たちはあなたのためにここにいます。デフォルトの音楽アプリを使用していますか、それとも他のアプリを使用していますか?また、これはヘッドフォンなしで起こりますか？顧客: ヘッドフォンをオンにすると発生します。はい、デフォルトの音楽アプリを使用しています。エージェント: ヘッドフォンを使用していない場合でも同じ問題が発生しますか?顧客: ヘッドフォンがなければ、それは起こりません。エージェント: ご説明いただきありがとうございます。開いているアプリには、再生できるオーディオが用意されていますか?顧客: スナップチャットを開くと音楽が停止しますが、üéßs を使用しているときに再生が再開されます。エージェント: Snapchat アプリを削除し、デバイスを再起動してから、アプリを再インストールしてみてください。結果をDMで送ってください。客：わかりました
顧客は、Windows phone で連絡先を失いましたが、PC ではまだ連絡先を確認できます。エージェントは、お客様のメール アドレスが含まれている写真を削除し、DM を送信してさらに質問するようお客様に指示します。,お客様: Windows Phone の連絡先がなくなってしまいました。 PCではまだ見れます。助けてください。エージェント: こんにちは、ロビン。すぐ助けに行くからね。使用している電話のモデルと Windows のバージョンを教えてください。問題が発生する前に何か変更を加えましたか?顧客: すばらしい。 Windows 10mobile 搭載の Lumia 950XL。顧客: 問題の前に変更はありません。エージェント: 分かった。 Microsoft アカウントを削除してから、もう一度設定してみましょう。詳細については、これを確認してください: お客様: 完了しました。残念ながら変化なし。客：ああ、待って。 「同期中」と表示されます 顧客: うーん... まだこれです... まだ連絡先がありません... エージェント: ソフト リセットを実行して電話を更新してみてください。再起動するまで、音量を下げて電源ボタンを押し続けます。私たちを更新してください！客：効きます！ありがとう！エージェント: やあ、ロビン！ Twitterのサポートを改善したいと考えています。 Windows での経験についてこちらからお知らせください: エージェント: やあ、ロビン!セキュリティ上の理由から、メール アドレスが含まれている写真は削除してください。ご不明な点がございましたら、DM でお問い合わせください。
顧客は、シーズン パス (xbox と ps4) を所有しているため、ps4 のログイン ボーナスを受け取っていないと問い合わせています。エージェントは、ゲーマータグと PSN ID の提供を要求しており、リセットは午後 5 時に行われると述べています。,顧客: こんにちは、私はシーズン パス (Xbox と PS4) を所有していますが、PS4 で 2、3 日ログイン ボーナスを受け取っていません。エージェント: おい!ゲーマータグを教えてください。 PSN ID? ^EG 顧客: 私の PSN は CaptainClare です エージェント: XBL ゲーマータグも教えてもらえますか?また、次の手順を実行してください: . ^EG お客様: 私の Xbox は動作していますが、PS4 ではありません お客様: また、キャッシュをクリアしました エージェント: キャッシュをクリアした後、今日のリセット後にまだボーナスを受け取っていない場合はお知らせください. ^EG 顧客: 私はまだ毎日のボーナスを受け取っていません エージェント: リセットは太平洋標準時の午後 5 時に行われます。それまでに届かない場合はお知らせください。 ^EG
顧客は、先週泥棒があまりにも逃げ出し、下手な言葉遣いや喧嘩を許したと不満を漏らしています。詳細な調査のために、この詳細を関連部門に提供したことをエージェントが更新しました。,顧客: 今週は少し静かです。先週、彼らは泥棒を走らせた。先週の悪い言語と戦い。エージェント: ああ、すみません！これはあなたが言及しているカフェの食事ですか?クリス。顧客: はい。私はガーリックブレッドとサラダを添えた常連客のラザニアですが、ガーリックブレッドがありませんでした。それほど良くありません。顧客: ああ、泥棒が暴言やののしりをしているのを見つけたとき、店の入り口で騒音がしていました。動画でもどうぞ。よくない。周りの子供たち。エージェント: 店舗検索から店舗を確認していただけますか?ダン 顧客: ロンドン コルニー ポッターズ バー ハートフォードシャー。顧客: London Colney st albans hertfordshire エージェント: ご確認いただきありがとうございます。領収書の写真を送ってもらえますか？ダン カスタマー: マニッシュがマネージャーです。私の母は、私が彼に尋ねたように、金曜日の11.30から覚えているマニッシュとの領収書の小切手を持っています。エージェント: これは、カフェのラザニアに加えられた変更に関するものですか、それとも入り口での混乱に関するものですか?リード客: ラザニアです。なぜ機能したかを変更し、非常に良かったです。エージェント: わかりました。詳細な調査のために、これを関連部門にフィードバックしました。マリヤ 顧客: 設置されることを願っています。
飛行マイルとその他のマイルの違いについてお客様から問い合わせがありました。エージェントは必要な情報を提供しました n お客様のスカイライン no にさらにサポートを依頼します。,"顧客: ヘイ - フライト ナイキと「その他の」マイルの違いは何ですか?ありがとう！エージェント: やあ、コートニー。飛行機の「ナイキ」という言葉は聞いたことがありません。 *TMS のお客様: 自動修正で申し訳ありません。フライトマイルとその他のマイルの差額。エージェント: フライト マイルは、実際に飛行したマイルで獲得できるものです。その他の項目は、メダリオン ステータス用です。 *TMS のお客様: 両方をフライトに使用できますか?エージェント: いいえ、獲得したフライト マイルはフライトにのみ使用できます。 「利用可能マイルの合計」と表示される場合があります。 *TMS のお客様: では、他のフライトに使用することさえできないのに、フライトを切り替えるために 40,000 マイルを与えられたのはどういう意味ですか?エージェント: 他のフライトに使用できます。スカイマイル番号を送ってください。ありがとう。 *TMS"
