modelName,owner,displayName,fieldName,type,description,editable,"expected_values",hidden,multivalue,recommended,required,constraints
"Change_Analysis","All_Changes",result,result,string,"The vendor-specific result of a change, or clarification of an action status. For example, status=failure may be accompanied by result=blocked by policy or result=disk full. Note: result is a string. Use msg_severity_id for severity ID fields that are integer data types.",true,"""lockout""",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes","result_id","result_id",string,"A result indicator for an action status.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes",src,src,string,"The resource where the change was originated. You can alias this from more specific fields, such as src_host, src_ip, or src_name.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes",user,user,string,"The user or entity performing the change. For account changes, this is the account that was changed (see src_user for user or entity performing the change).",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes","vendor_product","vendor_product",string,"The vendor and product or service that detected the change. This field can be automatically populated by vendor and product fields in your data.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes",action,action,string,"The action performed on the resource.",true,"""acl_modified"",""cleared"",""created"",""deleted"",""modified"",""read"",""stopped"",""updated""",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes","is_Auditing_Changes","is_Auditing_Changes",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes","is_not_Auditing_Changes","is_not_Auditing_Changes",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes","is_Endpoint_Changes","is_Endpoint_Changes",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes","is_not_Endpoint_Changes","is_not_Endpoint_Changes",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes","is_Network_Changes","is_Network_Changes",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes","is_not_Network_Changes","is_not_Network_Changes",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes","is_Account_Management","is_Account_Management",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes","is_not_Account_Management","is_not_Account_Management",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Endpoint_Changes","is_Filesystem_Changes","is_Filesystem_Changes",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Endpoint_Changes","is_not_Filesystem_Changes","is_not_Filesystem_Changes",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Endpoint_Changes","is_Registry_Changes","is_Registry_Changes",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Endpoint_Changes","is_not_Registry_Changes","is_not_Registry_Changes",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Endpoint_Changes","is_Endpoint_Restarts","is_Endpoint_Restarts",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Endpoint_Changes","is_not_Endpoint_Restarts","is_not_Endpoint_Restarts",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Endpoint_Changes","is_Other_Endpoint_Changes","is_Other_Endpoint_Changes",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Endpoint_Changes","is_not_Other_Endpoint_Changes","is_not_Other_Endpoint_Changes",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Endpoint_Changes.Filesystem_Changes","file_access_time","file_access_time",timestamp,"The time the file (the object of the event) was accessed.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Endpoint_Changes.Filesystem_Changes","file_create_time","file_create_time",timestamp,"The time the file (the object of the event) was created.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Endpoint_Changes.Filesystem_Changes","file_hash","file_hash",string,"A cryptographic identifier assigned to the file object affected by the event.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Endpoint_Changes.Filesystem_Changes","file_modify_time","file_modify_time",timestamp,"The time the file (the object of the event) was altered.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Endpoint_Changes.Filesystem_Changes","file_name","file_name",string,"The name of the file that is the object of the event (without location information related to local file or directory structure).",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Endpoint_Changes.Filesystem_Changes","file_path","file_path",string,"The location of the file that is the object of the event, in local file and directory structure terms.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Endpoint_Changes.Filesystem_Changes","file_acl","file_acl",string,"Access controls associated with the file affected by the event.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Endpoint_Changes.Filesystem_Changes","file_size","file_size",number,"The size of the file that is the object of the event, in kilobytes.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Network_Changes","is_Device_Restarts","is_Device_Restarts",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Network_Changes","is_not_Device_Restarts","is_not_Device_Restarts",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Account_Management","dest_nt_domain","dest_nt_domain",string,"The NT domain of the destination, if applicable.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Account_Management","src_nt_domain","src_nt_domain",string,"The NT domain of the source, if applicable.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Account_Management","src_user","src_user",string,"For account changes, the user or entity performing the change.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Account_Management","is_Accounts_Created","is_Accounts_Created",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Account_Management","is_not_Accounts_Created","is_not_Accounts_Created",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Account_Management","is_Accounts_Deleted","is_Accounts_Deleted",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Account_Management","is_not_Accounts_Deleted","is_not_Accounts_Deleted",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Account_Management","is_Account_Lockouts","is_Account_Lockouts",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Account_Management","is_not_Account_Lockouts","is_not_Account_Lockouts",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Account_Management","is_Accounts_Updated","is_Accounts_Updated",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes.Account_Management","is_not_Accounts_Updated","is_not_Accounts_Updated",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Change_Analysis_indexes`) tag=change)"
"Change_Analysis","All_Changes","dest_bunit","dest_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
"Change_Analysis","All_Changes","dest_category","dest_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,true,false,false,
"Change_Analysis","All_Changes","dest_priority","dest_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
"Change_Analysis","All_Changes","src_bunit","src_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
"Change_Analysis","All_Changes","src_category","src_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,true,false,false,
"Change_Analysis","All_Changes","src_priority","src_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
"Change_Analysis","All_Changes",tag,tag,string,"This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.",true,"-",false,true,false,false,
"Change_Analysis","All_Changes","user_bunit","user_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
"Change_Analysis","All_Changes","user_category","user_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,true,false,false,
"Change_Analysis","All_Changes","user_priority","user_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
"Change_Analysis",BaseEvent,"_time","_time",timestamp,"no comment.",false,"-",false,false,false,false,
"Change_Analysis",BaseEvent,host,host,string,"no comment.",false,"-",false,false,false,false,
"Change_Analysis",BaseEvent,source,source,string,"no comment.",false,"-",false,false,false,false,
"Change_Analysis",BaseEvent,sourcetype,sourcetype,string,"no comment.",false,"-",false,false,false,false,
"Change_Analysis","All_Changes","All Changes","All_Changes",objectCount,"no comment.",false,"-",false,false,false,false,
"Change_Analysis","All_Changes.Auditing_Changes","Auditing Changes","Auditing_Changes",objectCount,"no comment.",false,"-",false,false,false,false,
"Change_Analysis","All_Changes.Endpoint_Changes","Endpoint Changes","Endpoint_Changes",objectCount,"no comment.",false,"-",false,false,false,false,
"Change_Analysis","All_Changes.Endpoint_Changes.Filesystem_Changes","Filesystem Changes","Filesystem_Changes",objectCount,"no comment.",false,"-",false,false,false,false,
"Change_Analysis","All_Changes.Endpoint_Changes.Registry_Changes","Registry Changes","Registry_Changes",objectCount,"no comment.",false,"-",false,false,false,false,
"Change_Analysis","All_Changes.Endpoint_Changes.Endpoint_Restarts","Endpoint Restarts","Endpoint_Restarts",objectCount,"no comment.",false,"-",false,false,false,false,
"Change_Analysis","All_Changes.Endpoint_Changes.Other_Endpoint_Changes","Other Endpoint Changes","Other_Endpoint_Changes",objectCount,"no comment.",false,"-",false,false,false,false,
"Change_Analysis","All_Changes.Network_Changes","Network Changes","Network_Changes",objectCount,"no comment.",false,"-",false,false,false,false,
"Change_Analysis","All_Changes.Network_Changes.Device_Restarts","Device Restarts","Device_Restarts",objectCount,"no comment.",false,"-",false,false,false,false,
"Change_Analysis","All_Changes.Account_Management","src_user_bunit","src_user_bunit",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
"Change_Analysis","All_Changes.Account_Management","src_user_category","src_user_category",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,true,false,false,
"Change_Analysis","All_Changes.Account_Management","src_user_priority","src_user_priority",string,"This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
"Change_Analysis","All_Changes.Account_Management","Account Management","Account_Management",objectCount,"no comment.",false,"-",false,false,false,false,
"Change_Analysis","All_Changes.Account_Management.Accounts_Created","Created Accounts","Accounts_Created",objectCount,"no comment.",false,"-",false,false,false,false,
"Change_Analysis","All_Changes.Account_Management.Accounts_Deleted","Deleted Accounts","Accounts_Deleted",objectCount,"no comment.",false,"-",false,false,false,false,
"Change_Analysis","All_Changes.Account_Management.Account_Lockouts","Locked Accounts","Account_Lockouts",objectCount,"no comment.",false,"-",false,false,false,false,
"Change_Analysis","All_Changes.Account_Management.Accounts_Updated","Updated Accounts","Accounts_Updated",objectCount,"no comment.",false,"-",false,false,false,false,
"Compute_Inventory","All_Inventory",dest,dest,string,"The system where the data originated, the source of the event. You can alias this from more specific fields, such as dest_host, dest_ip, or dest_name.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory","vendor_product","vendor_product",string,"The vendor and product name of the resource, such as Cisco Catalyst 3850. This field can be automatically populated by vendor and product fields in your data.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory","is_CPU","is_CPU",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory","is_not_CPU","is_not_CPU",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory","is_Memory","is_Memory",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory","is_not_Memory","is_not_Memory",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory","is_Network","is_Network",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory","is_not_Network","is_not_Network",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory","is_Storage","is_Storage",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory","is_not_Storage","is_not_Storage",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory","is_OS","is_OS",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory","is_not_OS","is_not_OS",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory","is_User","is_User",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory","is_not_User","is_not_User",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory","is_Virtual_OS","is_Virtual_OS",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory","is_not_Virtual_OS","is_not_Virtual_OS",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory.OS",os,os,string,"The operating system of the resource, such as Microsoft Windows Server 2008r2. This field is constructed from vendor_product and version fields.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory.User",interactive,interactive,boolean,"Indicates whether a locally defined account on a resource can be interactively logged in.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory.User",password,password,string,"Displays the stored password(s) for a locally defined account, if it has any. For instance, an add-on may report the password column from /etc/passwd in this field.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory.User",user,user,string,"The full name of a locally defined account.",true,"-",false,false,true,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory.User","is_Cleartext_Passwords","is_Cleartext_Passwords",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory.User","is_not_Cleartext_Passwords","is_not_Cleartext_Passwords",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory.User","is_Default_Accounts","is_Default_Accounts",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory.User","is_not_Default_Accounts","is_not_Default_Accounts",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory.Virtual_OS","is_Snapshot","is_Snapshot",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory.Virtual_OS","is_not_Snapshot","is_not_Snapshot",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory.Virtual_OS","is_Tools","is_Tools",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory.Virtual_OS","is_not_Tools","is_not_Tools",childCount,"no comment.",false,"-",false,false,false,false,"| search (index=* OR index=_*) ((`cim_Compute_Inventory_indexes`) tag=inventory (tag=cpu OR tag=memory OR tag=network OR tag=storage OR (tag=system tag=version) OR tag=user OR tag=virtual))"
"Compute_Inventory","All_Inventory",description,description,string,"The description of the inventory system.",true,"-",false,false,false,false,
"Compute_Inventory","All_Inventory","dest_bunit","dest_bunit",string,"The business unit of the system where the data originated. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,false,false,false,
"Compute_Inventory","All_Inventory","dest_category","dest_category",string,"The category of the system where the data originated, such as email_server or SOX-compliant. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",true,"-",false,true,false,false,
"Compute_Inventory","All_Inventory","dest_priority","dest_priority",string,"The priority of the system where the data originated.",true,"-",false,false,false,false,
"Compute_Inventory","All_Inventory",enabled,enabled,boolean,"Indicates whether the resource is enabled or disabled.",true,"-",false,false,false,false,
"Compute_Inventory","All_Inventory",family,family,string,"The product family of the resource, such as 686_64 or RISC.",true,"-",false,false,false,false,
"Compute_Inventory","All_Inventory","hypervisor_id","hypervisor_id",string,"The hypervisor identifier, if applicable.",true,"-",false,false,false,false,
"Compute_Inventory","All_Inventory",serial,serial,string,"The serial number of the resource.",true,"-",false,false,false,false,
"Compute_Inventory","All_Inventory",status,status,string,"The current reported state of the resource.",true,"-",false,false,false,false,
"Compute_Inventory","All_Inventory",version,version,string,"The version of a computer resource, such as 2008r2 or 3.0.0.",true,"-",false,false,false,false,
"Compute_Inventory","All_Inventory",tag,tag,string,"This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.",true,"-",false,true,false,false,
"Compute_Inventory",BaseEvent,"_time","_time",timestamp,"no comment.",false,"-",false,false,false,false,
"Compute_Inventory",BaseEvent,host,host,string,"no comment.",false,"-",false,false,false,false,
"Compute_Inventory",BaseEvent,source,source,string,"no comment.",false,"-",false,false,false,false,
"Compute_Inventory",BaseEvent,sourcetype,sourcetype,string,"no comment.",false,"-",false,false,false,false,
"Compute_Inventory","All_Inventory","All Inventory","All_Inventory",objectCount,"no comment.",false,"-",false,false,false,false,
"Compute_Inventory","All_Inventory.CPU","cpu_cores","cpu_cores",number,"The number of CPU cores reported by the resource (total, not per CPU).",true,"-",false,false,true,false,
"Compute_Inventory","All_Inventory.CPU","cpu_count","cpu_count",number,"The number of CPUs reported by the resource.",true,"-",false,false,true,false,
"Compute_Inventory","All_Inventory.CPU","cpu_mhz","cpu_mhz",number,"The maximum speed of the CPU reported by the resource (in megahertz).",true,"-",false,false,true,false,
"Compute_Inventory","All_Inventory.CPU",CPU,CPU,objectCount,"no comment.",false,"-",false,false,false,false,
"Compute_Inventory","All_Inventory.Memory",mem,mem,number,"The total amount of memory installed in or allocated to the resource, in megabytes.",true,"-",false,false,true,false,
"Compute_Inventory","All_Inventory.Memory",Memory,Memory,objectCount,"no comment.",false,"-",false,false,false,false,
"Compute_Inventory","All_Inventory.Network",dns,dns,string,"The domain name server for the resource.",true,"-",false,false,true,false,
"Compute_Inventory","All_Inventory.Network",interface,interface,string,"The network interfaces of the computing resource, such as eth0, eth1 or Wired Ethernet Connection, Teredo Tunneling Pseudo-Interface.",true,"-",false,false,true,false,
"Compute_Inventory","All_Inventory.Network",ip,ip,string,"The network addresses of the computing resource, such as 192.168.1.1 or E80:0000:0000:0000:0202:B3FF:FE1E:8329.",true,"-",false,false,true,false,
"Compute_Inventory","All_Inventory.Network","dest_ip","dest_ip",string,"The IP address for the system that the data is going to.",true,"-",false,false,false,false,
"Compute_Inventory","All_Inventory.Network","src_ip","src_ip",string,"The IP address for the system from which the data originates.",true,"-",false,false,false,false,
"Compute_Inventory","All_Inventory.Network",mac,mac,string,"A MAC (media access control) address associated with the resource, such as 06:10:9f:eb:8f:14. Note: Always force lower case on this field and use colons instead of dashes, spaces, or no separator.",true,"-",false,false,true,false,
"Compute_Inventory","All_Inventory.Network","lb_method","lb_method",string,"The load balancing method used by the computing resource such as method, round robin, or least weight.",true,"-",false,false,false,false,
"Compute_Inventory","All_Inventory.Network",node,node,string,"Represents a node hit.",true,"-",false,false,false,false,
"Compute_Inventory","All_Inventory.Network","inline_nat","inline_nat",string,"Identifies whether the resource is a network address translation pool.",true,"-",false,false,false,false,
"Compute_Inventory","All_Inventory.Network","vip_port","vip_port",number,"The port number for the virtual IP address (VIP). A VIP allows multiple MACs to use one IP address. VIPs are often used by load balancers.",true,"-",false,false,false,false,
"Compute_Inventory","All_Inventory.Network","node_port","node_port",number,"The number of the destination port on the server that you requested from.",true,"-",false,false,false,false,
