Tier,Config,Section,Stanza,Property,Default_Value,New_Value,Unit,Notes,Description,Info
Clustered Search Heads,limits.conf,,[scheduler],alerts_scoping,splunk_server,all,,from 100-whisper-searchhead,"alerts_scoping = host|splunk_server|all
Determines the scoping to use on the search to populate the triggered alerts
 page. Choosing splunk_server will result in the search query
 using splunk_server=local, host will result in the search query using
 host=<search-head-host-name>, and all will have no scoping added to the
 search query.
Default: splunk_server","Determines the scoping to use on the search to populate the triggered alerts
Determines the scoping to use on the search to populate the triggered alerts"
Clustered Search Heads,limits.conf,,[scheduler],async_saved_search_fetch,false,true,boolean,,Enables a separate thread that will fetch scheduled or auto-summarized saved   searches asynchronously. * Do not change this setting unless instructed to do so by Splunk support.,
Clustered Search Heads,limits.conf,,[scheduler],async_saved_search_interval,30,120,integer,,"The interval, in seconds, that scheduled or auto-summarized saved searches   will be fetched asynchronously. * Has no effect if async_saved_search_fetch is set to false.",
Clustered Search Heads,limits.conf,,[scheduler],auto_summary_perc,50,30,integer,from premiumsupport_configs,"auto_summary_perc = <integer>
The maximum number of concurrent searches to be allocated for auto
 summarization, as a percentage of the concurrent searches that the scheduler
 can run.
Auto summary searches include:
 Searches which generate the data for the Report Acceleration feature.
 Searches which generate the data for Data Model acceleration.
NOTE: user scheduled searches take precedence over auto summary searches.
Default: 50",This setting will be customer managed in future version of splunk
Clustered Search Heads,limits.conf,,[scheduler],base_max_searches,6,,integer,,"A constant to add to the maximum number of searches, computed as a multiplier of the CPUs.",
Clustered Search Heads,limits.conf,,[scheduler],max_mem_usage_mb,200,500,integer,(implement this value after Search Heads receive 192gb memory),"max_mem_usage_mb = <non-negative integer>
Provides a limitation to the amount of RAM, in megabytes (MB), a batch of
 events or results will use in the memory of a search process.
Operates on an estimation of memory use which is not exact. The estimation can
 deviate by an order of magnitude or so to both the smaller and larger sides.
The limitation is applied in an unusual way; if the number of results or
 events exceeds maxresults, AND the estimated memory exceeds this limit, the
 data is spilled to disk.
This means, as a general rule, lower limits will cause a search to use more
 disk I/O and less RAM, and be somewhat slower, but should cause the same
 results to typically come out of the search in the end.
This limit is applied currently to a number, but not all search processors.
 However, more will likely be added as it proves necessary.
The number is thus effectively a ceiling on batch size for many components of
 search for all searches run on this system.
When set to ""0"": Specifies that the size is unbounded. Searches might be
 allowed to grow to arbitrary sizes.
NOTE:
 The mvexpand command uses the 'max_mem_usage_mb' value in a different way.
 The mvexpand command has no combined logic with 'maxresults'.
 If the memory limit is exceeded, output is truncated, not spilled to disk.
 The stats command processor uses the 'max_mem_usage_mb' value in the
 following way.
 If the estimated memory usage exceeds the specified limit, the results are
 spilled to disk.
 If 0 is specified, the results are spilled to the disk when the number of
 results exceed the 'maxresultrows' setting.
 The eventstats command processor uses the 'max_mem_usage_mb' value in the
 following way.
 Both the 'max_mem_usage_mb' and the 'maxresultrows' settings are used to
 determine the maximum number of results to return. If the limit for one
 setting is reached, the eventstats processor continues to return results
 until the limit for the other setting is reached. When both limits are
 reached, the eventstats command processor stops adding the requested
 fields to the search results.
 If you set 'max_mem_usage_mb' to 0, the eventstats command processor uses
 only the 'maxresultrows' setting as the threshold. When the number of
 results exceeds the 'maxresultrows' setting, the eventstats command
 processor stops adding the requested fields to the search results.
Default: 200",
Clustered Search Heads,limits.conf,,[scheduler],max_per_result_alerts,500,500,integer,from alert_webhook_custom,"max_per_result_alerts = <integer>
Maximum number of alerts to trigger for each saved search instance (or
 real-time results preview for RT alerts)
Only applies in non-digest mode alerting. Use 0 to disable this limit
Default: 500",
Clustered Search Heads,limits.conf,,[scheduler],max_per_result_alerts_time,300,1800,integer,from alert_webhook_custom,"max_per_result_alerts_time = <integer>
Maximum amount of time, in seconds, to spend triggering alerts for each
 saved search instance (or real-time results preview for RT alerts)
Only applies in non-digest mode alerting. Use 0 to disable this limit.
Default: 300 (5 minutes)",
Clustered Search Heads,limits.conf,,[scheduler],max_searches_perc,50%,,%,Use Insights App for Splunk and figure out how to tune this setting,"The maximum number of searches the scheduler can run, as a percentage of the maximum number of concurrent searches, see [search] max_searches_per_cpu for how to set the system wide maximum number of searches",This setting will be customer managed in future version of splunk
Clustered Search Heads,limits.conf,,[scheduler],max_searches_perc.0,none,60,%,,"max_searches_perc.<n> = <integer>
max_searches_perc.<n>.when = <cron string>
The same as max_searches_perc but the value is applied only when the cron
 string matches the current time. This allows 'max_searches_perc' to have
 different values at different times of day, week, month, etc.
There may be any number of non-negative <n> that progress from least specific
 to most specific with increasing <n>.
The scheduler looks in reverse-<n> order looking for the first match.
If either these settings aren't provided at all or no ""when"" matches the
 current time, the value falls back to the non-<n> value of 'max_searches_perc'.",
Clustered Search Heads,limits.conf,,[scheduler],max_searches_perc.0.when,none,* 1-11 * * *,cron,Find out timezone of sh. If UTC this should be ok.,"Increase the value between 8PM-11PM EST & 12AM-6AM EST every day The same as max_searches_perc but the value is applied only when the cron
 string matches the current time. This allows 'max_searches_perc' to have
 different values at different times of day, week, month, etc.
There may be any number of non-negative <n> that progress from least specific
 to most specific with increasing <n>.
The scheduler looks in reverse-<n> order looking for the first match.
If either these settings aren't provided at all or no ""when"" matches the
 current time, the value falls back to the non-<n> value of 'max_searches_perc'.",
Clustered Search Heads,limits.conf,,[scheduler],max_searches_perc.1,none,70,%,,Increase the value,
Clustered Search Heads,limits.conf,,[scheduler],max_searches_perc.1.when,none,"* 12-23,0 * * 0,6",cron,Find out timezone of sh. If UTC this should be ok.,Increase the value ALL Day Sat & Sun,
Clustered Search Heads,limits.conf,,[search],allow_batch_mode,,1,,,,
Clustered Search Heads,limits.conf,,[search],allow_inexact_metasearch,,0,,,,
Clustered Search Heads,limits.conf,,[lookup],max_matches,,1000,,,,df
Clustered Search Heads,limits.conf,,[search],base_max_searches,,10,,,,df
Clustered Search Heads,limits.conf,,[search],batch_search_max_pipeline,1,2,integer,"Tune only if the instance has enough CPU and memory available , also make sure you have enough IOPS ","batch_search_max_pipeline = <integer>
This setting controls the number of search pipelines that are launched on the
 indexer during batch search.
Increasing the number of search pipelines can improve search performance.
 However, this can also result in increased thread and memory usage.
This setting applies only to searches that run on remote indexers.
The value for this setting should be >=1. When this setting is >1 on the
 search head, the setting is applied to all remote indexers. Otherwise, remote
 indexers use their local 'batch_search_max_pipeline' setting.
You can override this setting on a per-search basis by appending
 '|noop batch_search_max_pipeline=<integer>' to the search string. The
 <integer> should be >1.
Default: 1",
Clustered Search Heads,limits.conf,,[search],default_allow_queue,,1,,,,
Clustered Search Heads,limits.conf,,[search],dispatch_dir_warning_size,5000,4000,integer,from 100-whisper-searchhead,Specifies the number of jobs in the dispatch directory that triggers when to issue a bulletin message. The message warns that performance might be impacted.  Default: 5000,
Clustered Search Heads,limits.conf,,[search],dispatch_dir_warning_size,5000,7000,integer,,,df
Clustered Search Heads,limits.conf,,[search],enable_cumulative_quota,,0,,,,
Clustered Search Heads,limits.conf,,[search],enable_history,,1,,,,
Clustered Search Heads,limits.conf,,[search],enable_memory_tracker,false,true,boolean,We don't want searches that present memory leaks or unbounded memory growth to bring down search-heads or indexers,"Specifies if the memory tracker is enabled. When set to ""false"" (disabled): The search is not terminated even if the search exceeds the memory limit. When set to ""true"": Enables the memory tracker. Must be set to ""true"" to enable the ""search_process_memory_usage_threshold"" setting or the ""search_process_memory_usage_percentage_threshold"" setting.",We don't want searches that present memory leaks or unbounded memory growth to bring down search-heads or indexers
Clustered Search Heads,limits.conf,,[search],fetch_remote_search_log,disabledSavedSearches,disabled,,,"This disabled retrieving the search logs from the indexers, in Inspect Job these are under:
Search Job Properties --> Additional info",
Clustered Search Heads,limits.conf,,[search],force_saved_search_dispatch_as_user,,0,,,,
Clustered Search Heads,limits.conf,,[search],load_remote_bundles,,0,,,,
Clustered Search Heads,limits.conf,,[search],log_search_messages,false,,boolean,"Logs to index=_internal sourcetype=splunk_search_messages, see if this data has any value otherwise disable it","log_search_messages = <boolean>
Specifies whether splunkd promotes user-facing search messages
 from $SPLUNK_HOME/var/run/splunk/dispatch/<sid>/info.csv to
 $SPLUNK_HOME/var/log/splunk/search_messages.log.
Splunkd does not promote messages with a severity that is ranked
 lower than the value of search_messages_severity.
Splunkd promotes messages only after search has been audited.
The search_messages.log file follows this format when it logs messages:
 orig_component=""..."" sid=""..."" peer_name=""..."" message=...
Default: false",
Clustered Search Heads,limits.conf,,[search],max_rawsize_perchunk,100,,mb,look for sub-second order messages,"The maximum raw size, in bytes, of results for each call to search (in dispatch).
When set to ""0"": Specifies that there is no size limit.
This setting is not affected by the ""chunk_multiplier"" setting.
Default: 100000000 (100MB)","According to Chris Pride, this class of settings is set very conservatively, assuming relatively low physical memory (<12GB) on indexers. This is costly in search performance. On machines where we have a lot of memory, we should increase these settings to take advantage of that and boost search performance across the board."
Clustered Search Heads,limits.conf,,[lookup],max_memtable_bytes,,3000000000,,,,df
Clustered Search Heads,limits.conf,,[search],max_searches_per_cpu,1,2,integer,If number of cpu's in your machine is 14 then total system wide number of # concurrent searches this machine can handle is 20. # which is base_max_searches + max_searches_per_cpu x num_cpus = 6 + 14 x 1 = 20,"The maximum number of concurrent historical searches for each CPU.
 The system-wide limit of historical searches is computed as:
 max_hist_searches = max_searches_per_cpu x number_of_cpus + base_max_searches
NOTE: The maximum number of real-time searches is computed as:
 max_rt_searches = max_rt_search_multiplier x max_hist_searches",
Clustered Search Heads,limits.conf,,[search],min_settings_period,,600,,"As DEFAULT_AUTO_CANCEL is hard-coded as 30 secs, any situation where Splunk Web UI(browser + LB area) can not send the request for about 30 secs can incur the current symptom. If the same issue happens frequently, the following UNDOCUMENTEED attribute can be increased to 600 to make the situation easy.",UNDOCUMENTEED,
Clustered Search Heads,limits.conf,,[search],record_search_telemetry,true,false,boolean,from 100-whisper cloud,"Controls whether to record search related metrics in search_telemetry.json
 in the dispatch dir. It also indexes this file to the _introspection index.
NOTE: Do not change this setting unless instructed to do so by Splunk Support.
Default: true",
Clustered Search Heads,limits.conf,,[search],remote_timeline,,1,,,,
Clustered Search Heads,limits.conf,,[search],remote_timeline_connection_timeout,5,10,integer,,"remote_timeline_connection_timeout = <integer> * Connection timeout, in seconds, for fetching events processed by remote peer timeliner. * Default: 5.",
Clustered Search Heads,limits.conf,,[search],remote_timeline_fetchall,true,false,boolean,,"remote_timeline_fetchall = [0|1] When set to 1 (true): Splunk fetches all events accessible through the timeline from the remote peers before the job is considered done. Fetching of all events might delay the finalization of some searches, typically those running in verbose mode from the main Search view in Splunk Web. This potential performance impact can be mitigated by lowering the max_events_per_bucket settings. When set to 0 (false): The search peers might not ship all matching events to the search head, particularly if there is a very large number of them. Skipping the complete fetching of events back to the search head will result in prompt search finalization. Some events may not be available to browse in the UI. This setting does NOT affect the accuracy of search results computed by reporting searches.",
Clustered Search Heads,limits.conf,,[search],remote_timeline_receive_timeout,10,20,integer,,"remote_timeline_receive_timeout = <integer> * Receive timeout, in seconds, for fetching events processed by remote peer timeliner. * Default: 10",
Clustered Search Heads,limits.conf,,[search],remote_timeline_send_timeout,10,20,integer,,"remote_timeline_send_timeout = <integer> * Send timeout, in seconds, for fetching events processed by remote peer timeliner. * Default: 10",
Clustered Search Heads,limits.conf,,[search],remote_ttl,600,300,s,,"remote_ttl = <integer> * How long, in seconds, the search artifacts from searches run in behalf of a search head should be stored on the indexer after completion. * Default: 600 (10 minutes)",
Clustered Search Heads,limits.conf,,[search],replication_period_sec,60,120,s,"Down side, when Knowledge Objects get updated, it will take 10 minutes for a new bundle to get pushed to the 
indexers
study this setting first before applying, perhaps start with 120 etc..

NO CHANGE unless we have a problem","The minimum amount of time, in seconds, between two successive bundle replications.",
Clustered Search Heads,limits.conf,,[search],result_queue_max_size,100,20000000,integer,from premiumsupport_configs,"result_queue_max_size = <integer>
The maximum size, in MB, that will be kept from peers for processing on
 the search head before throttling the rate that data is accepted.
The ""results_queue_min_size"" value takes precedence. The number of search
 results chunks specified by ""results_queue_min_size"" will always be
 retained in the queue even if the combined size in MB exceeds the
 ""result_queue_max_size"" value.
Default: 100",
Clustered Search Heads,limits.conf,,[search],results_queue_read_timeout_sec,900,increase only if absolutely needed,integer,,"The amount of time, in seconds, to wait when the search executing on the search head has not received new results from any of the peers. Cannot be less than the 'receiveTimeout' setting in the distsearch.conf file.",
Clustered Search Heads,limits.conf,,[search],search_messages_severity,WARN,,string,Set to Debug for experimentations only,"search_messages_severity = <string> * When 'log_search_messages = true', this setting specifies the lowest severity of message that splunkd logs to search_messages.log. The processor ignores all messages with a lower severity. * Possible values in ascending order: DEBUG, INFO, WARN, ERROR * For example, when 'search_messages_severity = WARN', splunkd logs only messages with 'WARN' and 'ERROR' severities. * Default: WARN",
Clustered Search Heads,limits.conf,,[search],search_process_memory_usage_percentage_threshold,25,,%,first use Insights App for Splunk SH-04 to see if there are searches consuming above 35% of the total physical memory and if they are critical for the business.Consider decreasing this value.tune based on sh04 and memory config on the SHC,"To use this setting, the ""enable_memory_tracker"" setting must be set to ""true"". Specifies the percent of the total memory that the search process is entitled to consume.
Search processes that violate the threshold percentage are terminated. If the value is set to zero, then splunk search processes are allowed to grow unbounded in terms of percentage memory usage. Any setting larger than 100 or less than 0 is discarded and the default value is used.",We don't want searches that present memory leaks or unbounded memory growth to bring down search-heads or indexers
Clustered Search Heads,limits.conf,,[search],search_process_memory_usage_threshold,4000,0,mb,disable memory usage,"To use this setting, the ""enable_memory_tracker"" setting must be set to ""true"".
Specifies the maximum memory, in MB, that the search process can consume in RAM. Search processes that violate the threshold are terminated.
If the value is set to 0, then search processes are allowed to grow unbounded in terms of in memory usage.",We don't want searches that present memory leaks or unbounded memory growth to bring down search-heads or indexers. 0 per Octavio. Will use WLM to manage individual searches
Clustered Search Heads,limits.conf,,[search],timeline_events_preview,,0,,,,
Clustered Search Heads,limits.conf,,[search],track_indextime_range,,1,,,,
Clustered Search Heads,limits.conf,,[search],truncate_report,,0,,,,
Clustered Search Heads,limits.conf,,[search],ttl,600,300,s,,"How long, in seconds, the search artifacts should be stored on disk after the job completes. The ttl is computed relative to the modtime of the status.csv file of the job, if the file exists, or the modtime of the artifact directory for the search job. If a job is being actively viewed in the Splunk UI then the modtime of the status.csv file is constantly updated such that the reaper does not remove the job from underneath.",
Clustered Search Heads,limits.conf,,[search],unified_search,,0,,,,df
Clustered Search Heads,limits.conf,,[search],use_bloomfilter,,1,,,,df
Clustered Search Heads,limits.conf,,[search],write_multifile_results_out,,1,,,,
Clustered Search Heads,limits.conf,,[search_info],infocsv_log_level,INFO,ERROR,,from 100-whisper-searchhead,"infocsv_log_level = [DEBUG|INFO|WARN|ERROR]
Limits the messages which are added to the info.csv file to the stated
 level and above.
For example, if ""infocsv_log_level"" is WARN, messages of type WARN
 and higher will be added to the info.csv file.
Default: INFO",
Clustered Search Heads,limits.conf,,[search_info],show_warn_on_filtered_indexes,false,true,boolean,from 100-whisper-searchhead,"show_warn_on_filtered_indexes = <boolean>
Log warnings if search returns no results because user has
 no permissions to search on queried indexes.
Default: false",
Clustered Search Heads,limits.conf,,[searchresults],maxresultrows,,50000000,,,,
Clustered Search Heads,limits.conf,,[spath],extraction_cutoff,,50000000,,,,# Number of characters to read from an XML or JSON event when # # # auto extracting.
Clustered Search Heads,limits.conf,,[stats],list_maxsize,,1000,,,,df
Clustered Search Heads,limits.conf,,[stats],use_stats_v2,,f,,,,df
Clustered Search Heads,limits.conf,,[stats|sistats],max_mem_usage_mb,200,1000,integer,from premiumsupport_configs,do not use for now,
Clustered Search Heads,limits.conf,,[stats|sistats],maxmem_check_freq,200,1000,,from premiumsupport_configs,do not use for now,
Clustered Search Heads,limits.conf,,[subsearch],maxout,,50000000,,# maximum number of results to return from a subsearch,,df
Clustered Search Heads,limits.conf,,[subsearch],maxtime,,3600,,# maximum number of seconds to run a subsearch before finalizing,,df
Clustered Search Heads,limits.conf,,[subsearch],subsearch_artifacts_delete_policy,ttl,immediate,,,"subsearch_artifacts_delete_policy = [immediate|ttl] * How subsearch artifacts are deleted after a sub search completes. * Set to `immediate` to have subsearch artifacts remove immediately after a subsearch completes. * Set to 'ttl' to have subsearch artifacts delete after the time-to-live of the subsearch has been reached. * For example, you could use '|noop subsearch_artifacts_delete_policy = [immediate|ttl]' to overwrite the setting for a particular search. * Default: ttl",
Clustered Search Heads,limits.conf,,[subsearch],ttl,300,,s,# time to cache a given subsearch's results,"The time to live (ttl), in seconds, of the cache for the results of a given subsearch.Do not set this below 120 seconds.See the definition in the [search] stanza under the TTL section for more details on how the ttl is computed.",df
Clustered Search Heads,limits.conf,,[system_checks],installed_files_integrity,enabled,log_only,,from 100-whisper-searchhead,"installed_files_integrity = enabled | log_only | disabled
Enables/disables automatic verification on every startup that all the
 files that were installed with the running Splunk version are still the
 files that should be present.
 Effectively this finds cases where files were removed or changed that
 should not be removed or changed, whether by accident or intent.
 The source of truth for the files that should be present is the manifest
 file in the $SPLUNK_HOME directory that comes with the release, so if
 this file is removed or altered, the check cannot work correctly.
 Reading of all the files provided with the install has some I/O cost,
 though it is paid out over many seconds and should not be severe.
When ""enabled"", detected problems will cause a message to be posted to
 the bulletin board (system UI status message).
When ""enabled"" or ""log_only"", detected problems will cause details to be
 written out to the splunkd.log file.
When ""disabled"", no check will be attempted or reported.
Default: enabled",
Clustered Search Heads,limits.conf,,[system_checks],installed_files_integrity,,log_only,,,,df
Clustered Search Heads,limits.conf,,[viewstates],ttl,86400,3600,s,,"Controls the age, in seconds, at which a viewstate is considered eligible for reaping.",
Clustered Search Heads,savedsearches.conf,,[default],allow_skew,0,5m,,We want to promote the use of schedule windows and time skew to spread out scheduler workload as much as possible out of the box.,"allow_skew = <percentage>|<duration-specifier>
Lets the search scheduler randomly distribute scheduled searches more evenly
 over the scheduled time periods.
When set to non-zero for searches with the following cron_schedule values,
 the search scheduler randomly ""skews"" the second, minute, and hour that the
 search actually runs on:
 Every minute.
 */M Every M minutes (M > 0).
 0 Every hour.
 0 */H Every H hours (H > 0).
 0 0 Every day (at midnight).
When set to non-zero for a search that has any other 'cron_schedule' setting,
 the search scheduler can only randomly skew the second that the search runs
 on.
The amount of skew for a specific search remains constant between edits of
 the search.
To specify a percentage: Use an integer value followed by the percent '%'
 symbol. This specifies the maximum amount of time to skew, as a percentage of
 the scheduled search period.
To specify a duration: Use <integer><timescale> to specify a maximum duration.
 Supported units are:
 m, min, minute, mins, minutes
 h, hr, hour, hrs, hours
 d, day, days
 The <timescale> is required and can be omitted only when <integer> is 0.
Skew examples:
 100% (For an every-5-minute search = 5 minutes maximum)
 50% (For an every-1-minute search = 30 seconds maximum)
 5m = 5 minutes maximum
 1h = 1 hour maximum
A value of 0 does not allow a skew to occur.
Default: 0",We want to promote the use of schedule windows and time skew to spread out scheduler workload as much as possible out of the box.
Clustered Search Heads,savedsearches.conf,,[default],auto_summarize.max_concurrent,1,,integer,,"auto_summarize.max_concurrent = <unsigned integer>
The maximum number of concurrent instances of this auto summarizing search,
 that the scheduler is allowed to run.",
Clustered Search Heads,savedsearches.conf,,[default],dispatch.ttl,2p,1p,,"Need to override all jobs < 5 minute interval jobs since 10m will extend them and set their TTL back to 2p
Need to also find all jobs embedded in Dashboards and set their TTL back to 2p","Indicates the time to live (ttl), in seconds, for the artifacts of the scheduled search, if no actions are triggered.
If the integer is followed by the letter 'p', the ttl is calculated as a multiple of the execution period for the scheduled search. For example, if the search is scheduled to run hourly and ttl is set to 2p, the ttl of the artifacts is set to 2 hours.
If an action is triggered, the ttl is changed to the ttl for the action. If multiple actions are triggered, the action with the largest ttl is applied to the artifacts. To set the ttl for an action, refer to the alert_actions.conf.spec file.
For more information on the ttl for a search, see the limits.conf.spec file [search] stanza ttl setting.
Default: 2 times the period of the scheduled search",
Clustered Search Heads,savedsearches.conf,,[default],schedule_window,0,auto,,- Splunk internal team to review,"When 'schedule_window' is non-zero, it indicates to the scheduler that the search does not require a precise start time. This gives the scheduler
 greater flexibility when it prioritizes searches. When 'schedule_window' is set to an integer greater than 0, it specifies the ""window"" of time (in minutes) that a search may start within.The 'schedule_window' must be shorter than the period of the search.Schedule windows are not recommended for searches that run every minute.When set to 0, there is no schedule window. The scheduler starts the search
 as close to its scheduled time as possible.When set to ""auto,"" the scheduler calculates the 'schedule_window' value automatically. For more information about this calculation, see the search scheduler documentation.A non-zero 'schedule_window' is mutually exclusive with a non-default 'schedule_priority'. See 'schedule_priority' for details.
Default: 0 for searches that are owned by users with the 'edit_search_schedule_window' capability. For these searches, this value can be changed.
Default: auto for searches that are owned by users that do not have the 'edit_search_window' capability. For these searches, this setting cannot be changed.",We want to promote the use of schedule windows and time skew to spread out scheduler workload as much as possible out of the box.
Clustered Search Heads,server.conf,,[general],sessionTimeout,1 hour,15m,,"we need to think about this one

- consider matching this value to ui_inactivity_timeout in web.conf","he amount of time before a user session times out, expressed as a
 search-like time range.
Examples include ""24h"" (24 hours), ""3d"" (3 days),
 ""7200s"" (7200 seconds, or two hours)",
Clustered Search Heads,server.conf,,[general],site,empty,site0,,,use with multi-site,
Clustered Search Heads,server.conf,,[general],useHTTPClientCompression,true,true,boolean,from 100-whisper cloud,"useHTTPClientCompression = true|false|on-http|on-https
Specifies whether gzip compression should be supported when splunkd acts
 as a client (including distributed searches). Note: For the content to
 be compressed, the HTTP server that the client is connecting to should
 also support compression.
If the connection is being made over https and
 ""useClientSSLCompression=true"", then setting ""useHTTPClientCompression=true""
 results in double compression work without much compression gain. To
 mitigate this, set this value to ""on-http"" (or to ""true"", and
 useClientSSLCompression to ""false"").
Default: true","As perSPL-142431IN REVIEWSPL-141503RESOLVED, SSL compression can cause instability in distributed search"
Clustered Search Heads,server.conf,,[httpServer],busyKeepAliveIdleTimeout,12,180,integer,"busyKeepAliveIdleTimeout must be higher than ELB idle timeout for some of our larger stacks. This is because the ELB will open connections in advance of data being sent. Splunk then tears down the connection after its timeout, and ELB tries to send data to a terminated connection and gets a 504 error. Both settings are at 600 so they are reducing the ELB idle timeout to 60 seconds. Seen where they have made this changes on other large stacks successfully.","How long, in seconds, that the Splunkd HTTP server allows a keep-alive connection to remain idle while in a busy state before forcibly disconnecting it.  Use caution when configuring this setting as a value that is too large can result in file descriptor exhaustion due to idling connections.  If this number is less than 12, it is set to 12.",Benefits / Reason: In the course of support cases on Splunk Cloud with ITSI for large customers such as Progressive and Roche we found that connectivity between peers and search heads negatively impacted correctness of application results.
Clustered Search Heads,server.conf,,[httpServer],dedicatedIoThreads,auto,,,Set to # of SH in SHC,"dedicatedIoThreads = [<integer>|auto]
The number of threads that splunkd dedicates to handling HTTP I/O requests.
This setting controls thread usage for all HTTP requests through splunkd,
 including SSL encryption.
If you set this to ""0"", splunkd uses the same thread that accepted the initial
 connection over TCP to perform the HTTP I/O.
If you set this to a number other than ""0"", splunkd creates that number of
 threads to handle HTTP I/O.
If you set this to ""auto"", splunkd uses the number of CPU cores on the
 machine to determine the number of threads available for HTTP I/O as
 follows:
 Number of CPU cores available | 'dedicatedIoThreads'
 0 - 16 | 0
 17 - 48 | 2
 49 - 128 | 4
 129 - 192 | 6
 193 and higher | 8

You do not usually need to change this setting.
Default: auto",
Clustered Search Heads,server.conf,,[httpServer],keepAliveIdleTimeout,7200,180,integer,This was set artificially high due to a glass tables timeouts problem,"How long, in seconds, that the Splunkd HTTP server allows a keep-alive connection to remain idle before forcibly disconnecting it. If this number is less than 7200, it is set to 7200.
Default: 7200 (120 minutes)",
Clustered Search Heads,server.conf,,[httpServer],maxSockets,0,3145728000,integer,from 100-whisper-searchhead,"maxSockets = <integer>
The number of simultaneous HTTP connections that Splunk Enterprise accepts
 simultaneously. You can limit this number to constrain resource usage.
If set to ""0"", Splunk Enterprise automatically sets maxSockets to
 one third of the maximum allowable open files on the host.
If this number is less than 50, it is set to 50.
If this number is greater than 400000, it is set to 400000.
If set to a negative number, no limit is enforced.
Default: 0",
Clustered Search Heads,server.conf,,[httpServer],maxThreads,0,10240,integer,from 100-whisper-searchhead,"maxThreads = <integer>
The number of threads that can be used by active HTTP transactions.
 You can limit this number to constrain resource usage.
If set to 0, Splunk Enterprise automatically sets the limit to
 one third of the maximum allowable threads on the host.
If this number is less than 20, it is set to 20. If this number is
 greater than 150000, it is set to 150000.
If maxSockets is not negative and maxThreads is greater than maxSockets, then
 Splunk Enterprise sets maxThreads to be equal to maxSockets.
If set to a negative number, no limit is enforced.
Default: 0",
Clustered Search Heads,server.conf,,[httpServer],max_content_length,2147483648,3221225472,integer,from 100-whisper-searchhead,"max_content_length = <integer>
Maximum content length, in bytes.
HTTP requests over the size specified are rejected.
This setting exists to avoid allocating an unreasonable amount
 of memory from web requests.
In environments where indexers have enormous amounts of RAM, this
 number can be reasonably increased to handle large quantities of
 bundle data.
Default: 2147483648 (2GB)",Increased to match distsearch.conf / maxBundleSize on the search-head side
Clustered Search Heads,server.conf,,[httpServer],streamInWriteTimeout,5,30,integer,,"streamInWriteTimeout = <positive number>
The timeout, in seconds, for uploading data to the http server.
When uploading data to http server, if the http server is unable
 to write data to the receiver for the specified value, the operation
 aborts.
Default: 5",
Clustered Search Heads,server.conf,,[introspection:distributed-indexes],disabled,true,false,boolean,"do not use on-prem, check why cloud use it","disabled = <boolean>
Whether or not collection of introspection information on distributed
 indexes is disabled.
If set to ""false"", information on distributed indexes is collected.
This provides additional insight into index usage at the cost of greater
 resource consumption.
Default: true",
Clustered Search Heads,server.conf,,[kvstore],oplogSize,1000,20000,integer,"In case of large collections in KVStore on some members of SHC possible to get stale members, see https://docs.splunk.com/Documentation/Splunk/6.5.1/Admin/ResyncKVstore#Prevent_stale_members_by_increasing_operations_log_size","The size of the replication operation log, in megabytes, for environments
 with search head clustering or search head pooling.
 In a standalone environment, 20% of this size is used.
After the KV Store has created the oplog for the first time, changing this
 setting does NOT affect the size of the oplog. A full backup and restart
 of the KV Store is required.
Do not change this setting without first consulting with Splunk Support.
Default: 1000 (1GB)","In case of large collections in KVStore on some members of SHC possible to get stale members, see https://docs.splunk.com/Documentation/Splunk/6.5.1/Admin/ResyncKVstore#Prevent_stale_members_by_increasing_operations_log_size"
Clustered Search Heads,server.conf,,[license],connection_timeout,30,60,s,,"Maximum time, in seconds, to wait before sending data to manager times out
 This timeout applies only if 'manager_uri' is set.",
Clustered Search Heads,server.conf,,[shclustering],captain_is_adhoc_searchhead,false,true,boolean,"Applies only to SHCs with > 5 members. For large scale deployments in terms of number of search heads, its quite possible that the captain has a higher footprint in terms of memory and CPU. So its best to keep the captain away from scheduler workload.","This setting prohibits the captain from running scheduled jobs. The captain is dedicated to controlling the activities of the cluster, but can also run adhoc search jobs from clients.","Applies only to SHCs with > 5 members. For large scale deployments in terms of number of search heads, its quite possible that the captain has a higher footprint in terms of memory and CPU. So its best to keep the captain away from scheduler workload."
Clustered Search Heads,server.conf,,[shclustering],cxn_timeout,60,120,s,Applies only to poor network connection like multi-site search head clusters or unstable network.,"Lowlevel timeout, in seconds, for establishing connection between cluster members.",Applies only to poor network connection like multi-site search head clusters or unstable network.
Clustered Search Heads,server.conf,,[shclustering],cxn_timeout_raft,2,4,s,"Applies only to poor network connection like multi-site search head clusters or unstable network. Additionally, Jason Beyers has found that these settings are needed to properly bootstrap SHC members on Windows in AWS.. Note that election_timeout_ms should be increased if the raft timeouts are increased.","Low-level timeout, in seconds, for establishing connection between search
head cluster members for the raft protocol.","Applies only to poor network connection like multi-site search head clusters or unstable network. Additionally, Jason Beyers has found that these settings are needed to properly bootstrap SHC members on Windows in AWS.. Note that election_timeout_ms should be increased if the raft timeouts are increased."
